laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
5122,Asus,ZenBook UX310UQ-GL026T,Ultrabook,12.11898916071093,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,512GB SSD,Nvidia GeForce 940M,Windows 10,1.45kg,916.1954469809635
5123,MSI,GT80S 6QF-074US,Gaming,16.756164113308348,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Windows 10,4.4kg,2465.3030617557424
5124,Lenovo,Legion Y520-15IKBN,Gaming,16.480133834870387,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4kg,1246.7088706792242
5125,HP,ProBook 450,Notebook,14.750841853039187,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.04kg,821.4790978318423
5126,Dell,Inspiron 3576,Notebook,14.047392137554423,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,AMD Radeon 520,Linux,2.2kg,652.9579333430652
5127,Dell,Inspiron 3576,Notebook,16.653312639100562,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,AMD Radeon 520,Linux,2.2kg,561.6040107786484
5128,Dell,Precision 5520,Workstation,15.227419365763875,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,2kg,2400.713752797524
5129,Asus,Vivobook Max,Notebook,15.110298813053678,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8GB,128GB SSD,Intel HD Graphics 505,Windows 10,2kg,577.1775500419767
5130,Toshiba,Satellite Pro,Notebook,15.271838285638069,1366x768,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,Nvidia GeForce 930M,Windows 10,2.2kg,869.1265544340973
5131,Apple,MacBook Pro,Ultrabook,12.193106746811775,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8GB,512GB SSD,Intel Iris Plus Graphics 650,macOS,1.37kg,2292.679717778293
5132,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,13.458929376094003,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.63kg,249.82883001813423
5133,HP,ProBook 640,Notebook,13.350754114809355,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.95kg,990.9859010017013
5134,MSI,GP72MVR 7RFX,Gaming,17.059701826540337,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg,1365.3368213828294
5135,HP,250 G5,Notebook,14.36616179826165,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Intel HD Graphics 405,Windows 10,1.96kg,531.0792570218757
5136,HP,ProBook 450,Notebook,14.832827929830735,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.1kg,775.1731990284103
5137,Fujitsu,LifeBook A556,Notebook,14.053792459593039,1366x768,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,645.9757721076072
5138,Lenovo,IdeaPad 320-15AST,Notebook,15.46449432090292,1366x768,AMD E-Series E2-9000 2.2GHz,4GB,128GB SSD,AMD Radeon R2 Graphics,Windows 10,2.2kg,322.4848881298194
5139,Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,13.067092497252803,1366x768,AMD E-Series E2-6110 1.5GHz,2GB,32GB Flash Storage,AMD Radeon R2,Windows 10,1.65kg,194.8471434356035
5140,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,16.41493908628722,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.2kg,604.3353333178765
5141,Dell,XPS 15,Notebook,15.609710211536983,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,1669.2797199552153
5142,Toshiba,Satellite Pro,Notebook,14.483219092313739,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4GB,128GB SSD,Intel HD Graphics 510,Windows 10,1.75kg,471.81917178582825
5143,Asus,ZenBook Flip,2 in 1 Convertible,13.544386138099354,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD +  512GB SSD,Intel UHD Graphics 620,Windows 10,1.1kg,1248.973114353225
5144,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,14.600886704153572,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3kg,1771.512073744451
5145,Asus,X751NV-TY001T (N4200/4GB/1TB/GeForce,Notebook,18.512119884456936,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8kg,516.4504551690857
5146,Asus,Rog GL753VD-GC082T,Gaming,16.938704411148834,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,1210.942530691725
5147,Lenovo,Legion Y520-15IKBN,Gaming,16.934915074846767,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,No OS,2.4kg,1469.2112283993795
5148,MSI,GS63VR 6RF,Gaming,15.811185694518372,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8kg,1839.7837097027787
5149,Lenovo,ThinkPad X1,Ultrabook,13.32043941120255,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.14kg,2536.884623339775
5150,Dell,Vostro 3559,Notebook,14.398026151841918,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,2.24kg,853.8680326747666
5151,Lenovo,IdeaPad 320-14IAP,Notebook,12.784739568567097,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,Intel HD Graphics 500,Windows 10,2.1kg,354.55668601449446
5152,Dell,Inspiron 3168,2 in 1 Convertible,10.822456643458063,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Intel HD Graphics 405,Windows 10,1.47kg,422.4721398037825
5153,Mediacom,SmartBook 141,Notebook,14.772351436139488,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,32GB SSD,Intel HD Graphics,Windows 10,1.4kg,239.04705361982843
5154,Dell,Inspiron 5578,2 in 1 Convertible,15.618901361927026,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.08kg,557.3787716295694
5155,HP,Elitebook 820,Netbook,13.317179300294644,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,2.4kg,1570.9450576877173
5156,HP,EliteBook 840,Ultrabook,13.611341932777256,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 7,1.54kg,2084.857059554947
5157,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,16.421731856535267,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,No OS,1.9kg,479.235061823851
5158,Dell,Inspiron 3168,2 in 1 Convertible,11.575434010794277,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Intel HD Graphics 405,Windows 10,1.47kg,570.4340510467156
5159,MSI,GT62VR 6RD,Gaming,15.46100584368082,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.94kg,1907.4883451818976
5160,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,16.500688694508813,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,No OS,2.1kg,459.7301455519032
5161,Samsung,Notebook 9,Ultrabook,13.57978099241488,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.31kg,1555.5588956560669
5162,Asus,ZenBook 3,Ultrabook,13.142418240499603,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,1997.6729996046083
5163,Lenovo,Flex 5,2 in 1 Convertible,13.542058347752592,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.7kg,979.8946241957457
5164,HP,EliteBook 1030,Ultrabook,12.579515936395548,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16GB,512GB SSD,Intel HD Graphics 515,Windows 10,1.16kg,2224.481825977568
5165,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,14.893290676065165,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.04kg,660.8122485839001
5166,Acer,Swift 3,Ultrabook,12.843769691197442,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg,837.5070125806308
5167,Lenovo,ThinkPad X1,2 in 1 Convertible,14.42731958263274,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.42kg,3093.5890976443834
5168,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,14.370135606339153,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.3kg,1240.4967962322266
5169,Lenovo,IdeaPad 100S-14IBR,Notebook,13.678230632119625,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Intel HD Graphics,Windows 10,1.5kg,215.9803011614374
5170,MSI,GT80S 6QE,Gaming,17.76088740017425,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.5kg,2454.9752778699685
5171,Asus,Pro P2540UA-XO0192R,Notebook,15.255923787559361,1366x768,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.37kg,849.7885878436228
5172,Dell,Alienware 17,Gaming,18.801343766123665,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42kg,2931.855180343124
5173,Lenovo,ThinkPad T460,Ultrabook,14.225142537174927,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.7kg,1400.013501430288
5174,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.776696027729729,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10,2kg,1208.6864056415282
5175,HP,Probook 640,Notebook,15.293100115875152,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.95kg,1373.4510856241009
5176,HP,Pavilion 14-BK001nv,Notebook,14.7194556625108,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.58kg,550.6055822042316
5177,Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,14.325975695685592,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2kg,400.9480392847418
5178,Asus,ZenBook 3,Ultrabook,15.269094342473554,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,1663.212959652918
5179,Dell,Inspiron 5570,Notebook,16.608366402902075,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2kg,808.4124835973954
5180,Lenovo,IdeaPad 310-15ISK,Notebook,17.1275971539403,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6GB,128GB SSD,Nvidia GeForce 920MX,Windows 10,2.4kg,657.7263374473171
5181,HP,Chromebook X360,2 in 1 Convertible,11.080050084881222,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4kg,617.6454117463321
5182,Toshiba,Tecra A50-D-11D,Notebook,15.769906027234308,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,1114.0363188669046
5183,Dell,Inspiron 5567,Notebook,14.252177151870235,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.36kg,748.3469403835352
5184,HP,ProBook 450,Notebook,14.07295031100048,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,2.1kg,1339.6812108116465
5185,Asus,Rog Strix,Gaming,16.061750920034388,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.25kg,2078.7526920441046
5186,Asus,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Gaming,16.429939052564674,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,Nvidia GeForce GTX 1050 Ti,Linux,3kg,1057.270534332016
5187,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,14.872222507094977,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1kg,766.0545848808728
5188,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.800719384415824,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon R5,Windows 10,1.91kg,543.4201764548839
5189,HP,Probook 440,Notebook,15.254848960198876,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows 10,1.63kg,615.4019295940554
5190,Asus,VivoBook S15,Ultrabook,16.674653717868786,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce MX150,Windows 10,1.5kg,1365.0368922246591
5191,Acer,Extensa EX2540-58KR,Notebook,14.591784772341267,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.4kg,574.9290095326118
5192,Asus,Rog GL553VE-FY052T,Gaming,16.847373736898117,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,1848.3955879056705
5193,Dell,XPS 13,Ultrabook,12.954056523601569,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,1340.172687499442
5194,HP,EliteBook 840,Ultrabook,13.570535824625063,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.54kg,2127.058044461285
5195,HP,ProBook 470,Notebook,17.092899114279856,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.5kg,916.8001718826571
5196,HP,EliteBook 850,Ultrabook,15.77169585153996,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.84kg,1291.1263561045666
5197,Dell,Inspiron 5579,2 in 1 Convertible,14.717869430522939,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.08kg,899.7727289230273
5198,Lenovo,ThinkPad X1,Notebook,13.051872513340548,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.1kg,2439.7400265949077
5199,Lenovo,IdeaPad 500-15ISK,Notebook,16.707736912716616,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,1.0TB Hybrid,AMD Radeon R7 M360,Windows 10,2.5kg,1064.2947941150583
5200,Lenovo,Ideapad 310-15ISK,Notebook,15.260102479037018,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.85kg,356.72651113690705
5201,Dell,Latitude 5580,Notebook,14.199221228051524,1366x768,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,Intel HD Graphics 620,Linux,1.93kg,978.8818642025633
5202,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.769998721608601,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg,778.561841601444
5203,HP,250 G6,Notebook,16.05091734541993,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,AMD Radeon 520,Windows 10,1.86kg,702.7754564050936
5204,Lenovo,ThinkPad E580,Notebook,16.075905996028204,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD +  1TB HDD,AMD Radeon RX 550,Windows 10,2.1kg,1175.7738773002013
5205,Asus,ROG G701VO,Gaming,17.865375283668193,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64GB,1TB SSD,Nvidia GeForce GTX 980 ,Windows 10,3.58kg,4228.859234322351
5206,MSI,GE63VR 7RE,Gaming,14.354412455466129,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.4kg,1450.3101463044177
5207,Acer,Aspire 3,Notebook,15.1300738743385,1366x768,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMD Radeon R5,Windows 10,2.1kg,343.1612994102961
5208,Lenovo,Ideapad 520-15IKBR,Notebook,15.279847666809719,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,2.17kg,970.6493907823626
5209,Dell,Latitude E5570,Notebook,15.782366542374172,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Linux,2.09kg,572.3249096705626
5210,HP,Probook 450,Notebook,14.980192751787763,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04kg,858.3642511484569
5211,Lenovo,IdeaPad 320-14IAP,Notebook,14.734981550977814,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,Intel HD Graphics 500,Windows 10,2.1kg,299.79962288866255
5212,HP,Spectre Pro,Ultrabook,12.640932476078552,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.16kg,1751.5370509021106
5213,Lenovo,Legion Y520-15IKBN,Gaming,17.147219368454824,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.5kg,1388.8960559030897
5214,Asus,Rog GL702VS-GC095T,Gaming,15.577445642056357,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,2017.0452192629057
5215,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,14.065736462265118,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Windows 10,2.2kg,357.3703121573829
5216,Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,16.155940401578704,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,256GB SSD +  256GB SSD,Nvidia GeForce GTX 980M,Windows 10,3.58kg,1254.3200814146853
5217,HP,Probook 450,Notebook,16.41681185094264,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04kg,732.8648799976083
5218,Lenovo,Legion Y520-15IKBN,Gaming,14.124876049916066,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,No OS,2.4kg,1208.194580620522
5219,Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.694437569769349,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2kg,303.95313628599024
5220,Dell,Inspiron 5577,Gaming,15.97732890256396,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,1332.9403812621015
5221,Lenovo,IdeaPad 320-15ABR,Notebook,15.231979830796321,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,AMD Radeon 530,Windows 10,2.2kg,490.4464790244386
5222,Lenovo,ThinkPad Yoga,2 in 1 Convertible,12.553087968086693,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.37kg,1363.5928126769427
5223,HP,Spectre x360,2 in 1 Convertible,12.741017891805967,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.29kg,1457.4837013659023
5224,Lenovo,IdeaPad 100S-14IBR,Notebook,13.157805010650776,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics,Windows 10,1.43kg,231.98631003575835
5225,Dell,XPS 13,Ultrabook,12.186403804951528,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,1164.1256544865398
5226,Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,13.176616063040496,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.4kg,908.0802797325465
5227,Toshiba,Portege Z30-C-1CW,Notebook,12.045209961843767,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.2kg,1705.7284294652286
5228,HP,ProBook 450,Notebook,16.700056432510518,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,860.5448342434591
5229,Asus,Zenbook 3,Ultrabook,13.278077118629943,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.10kg,1926.4992575397648
5230,HP,ProBook 450,Notebook,16.58897607619571,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,1074.3120200476276
5231,Lenovo,Legion Y720-15IKB,Gaming,14.829705301047879,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2kg,1641.5049483100397
5232,Dell,Inspiron 7570,Notebook,15.468062853554759,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2kg,1095.2138293008068
5233,Apple,MacBook Pro,Ultrabook,13.524833241769525,IPS Panel Retina Display 2560x1600,Intel Core i5 2.9GHz,8GB,512GB SSD,Intel Iris Graphics 550,macOS,1.37kg,2285.631207096041
5234,Lenovo,Legion Y520-15IKBN,Gaming,14.346803714982979,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050M,No OS,2.4kg,1016.6741498794672
5235,Lenovo,IdeaPad 120S-14IAP,Notebook,13.38026243573237,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.44kg,295.3879312598164
5236,HP,Spectre Pro,Ultrabook,12.592634111738,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.16kg,1894.330304671528
5237,Apple,Macbook Air,Ultrabook,13.30918675150327,1440x900,Intel Core i5 1.8GHz,8GB,256GB Flash Storage,Intel HD Graphics 6000,macOS,1.34kg,1108.1266163340078
5238,Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,15.72193672492831,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2kg,1251.8860850888318
5239,Lenovo,Legion Y520-15IKBN,Gaming,17.052581228054763,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,1139.8423291544077
5240,HP,Probook 470,Notebook,18.279662377879497,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Nvidia GeForce 930MX ,Windows 10,2.5kg,1184.6734021998302
5241,Dell,Alienware 15,Gaming,16.791799159801233,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,3.21kg,1248.5613140285407
5242,Acer,Aspire 7,Notebook,15.57213982812158,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg,812.5505270936111
5243,Dell,Inspiron 5570,Notebook,15.05153321140287,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Linux,2.02kg,1157.7014039892929
5244,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.99959237254259,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3kg,1856.6201521525406
5245,Dell,Latitude 5580,Notebook,15.468018807321403,1366x768,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.93kg,964.7640887517027
5246,Dell,Inspiron 3567,Notebook,14.10096984601369,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R5 M430,Windows 10,2.24kg,638.6472563735626
